system:index,Address,Country,Crop_Type,EVI,Elevation,Formatted_address,Latitude,Location_Type,Longitude,NDVI,NDWI,Nitrogen_High,Nitrogen_Low,Nitrogen_Medium,Phosphorous_High,Phosphorous_Low,Phosphorous_Medium,Potassium_High,Potassium_Low,Potassium_Medium,Rainfall,Region,Status_geocode,Type,pH_Acidic,pH_Alkaline,pH_Neutral,.geo
0000000000000000008e,"Nalanda, Bihar",India,"Wheat, Rice, Pulses",1.7246501482643044,60.0,"Nalanda, Bihar 803111, India",25.1240603,APPROXIMATE,85.4594749,0.3121671676635742,-0.21561916172504425,8.99,16.43,74.58,61.72,1.68,36.6,36.13,6.2,57.67,971.476071357727,Bihar,Ok,"locality, political",0.12,0.08,99.79,"{""type"":""Point"",""coordinates"":[85.4594749,25.124060299999996]}"
00000000000000000090,"Patna, Bihar",India,"Wheat, Vegetables, Rice",-0.25168815224063845,55.0,"Patna, Bihar, India",25.5940947,APPROXIMATE,85.1375645,0.19790849089622498,-0.20073290169239044,1.24,8.73,90.03,94.04,1.22,4.74,15.31,6.26,78.43,912.7631264925003,Bihar,Ok,"locality, political",0.13,0.29,99.58,"{""type"":""Point"",""coordinates"":[85.1375645,25.594094700000003]}"
00000000000000000093,"Saharsa, Bihar",India,"Maize, Rice, Mustard",0.3665172177984417,50.0,"Saharsa, Bihar, India",25.8773651,APPROXIMATE,86.5927887,0.13013654947280884,-0.21496377885341644,0.14,55.92,43.94,62.19,3.23,34.57,2.77,3.41,93.81,1312.1152155399323,Bihar,Ok,"locality, political",4.94,1.87,93.19,"{""type"":""Point"",""coordinates"":[86.5927887,25.8773651]}"
000000000000000000a2,"Bilaspur, Chhattisgarh",India,"Paddy, Wheat, Maize",0.6279155933794114,267.0,"Bilaspur, Chhattisgarh 495001, India",22.0796545,APPROXIMATE,82.1409152,0.24143053591251373,-0.30430299043655396,1.0,36.15,62.85,9.05,16.7,74.25,91.05,0.4,8.55,1364.024985551834,Chhattisgarh,Ok,"locality, political",0.15,0.05,99.8,"{""type"":""Point"",""coordinates"":[82.1409152,22.079654500000004]}"
000000000000000000a4,"Dhamtari, Chhattisgarh",India,"Paddy, Maize, Soybean",0.2795537607224277,326.0,"Dhamtari, Chhattisgarh, India",20.7101344,APPROXIMATE,81.5489077,0.08970173448324203,-0.17542308568954468,0.8,44.22,54.98,36.03,27.76,36.21,48.87,2.22,48.91,1290.6949841976166,Chhattisgarh,Ok,"locality, political",4.12,0.19,95.69,"{""type"":""Point"",""coordinates"":[81.5489077,20.7101344]}"
000000000000000000a5,"Durg, Chhattisgarh",India,"Paddy, Gram, Mustard",1.8430097099704386,297.0,"Durg, Chhattisgarh, India",21.1904494,APPROXIMATE,81.2849169,0.5454877614974976,-0.5302626490592957,1.35,9.05,89.6,13.62,15.27,71.11,76.03,0.67,23.29,1331.8856647014618,Chhattisgarh,Ok,"locality, political",1.25,0.05,98.7,"{""type"":""Point"",""coordinates"":[81.2849169,21.1904494]}"
000000000000000000b0,"Mungeli, Chhattisgarh",India,"Paddy, Maize, Wheat",0.4802523256307629,292.0,"Mungeli, Chhattisgarh 495334, India",22.0661963,APPROXIMATE,81.6839125,0.1488802134990692,-0.23526866734027863,0.51,22.06,77.43,0.88,7.09,92.03,77.45,0.1,22.45,1444.17817735672,Chhattisgarh,Ok,"locality, political",0.1,0.03,99.87,"{""type"":""Point"",""coordinates"":[81.6839125,22.0661963]}"
000000000000000000d7,"Surendranagar, Gujarat",India,"Cotton, Groundnut, Bajra",0.25789135226815435,70.0,"Surendranagar, Gujarat, India",22.7251204,APPROXIMATE,71.6369542,0.09235961735248566,-0.1748771220445633,1.12,65.09,33.79,76.37,0.27,23.35,69.12,0.23,30.65,587.8453261852264,Gujarat,Ok,"locality, political",0.0,0.42,99.58,"{""type"":""Point"",""coordinates"":[71.6369542,22.725120400000005]}"
000000000000000000f1,"Hamirpur, Himachal Pradesh",India,"Wheat, Maize, Barley, Pulses",0.3340289905599848,772.0,"Hamirpur, Himachal Pradesh, India",31.6861745,APPROXIMATE,76.5213092,0.08919797837734222,-0.14345267415046692,8.15,9.18,82.67,16.92,3.44,79.64,12.53,2.98,84.48,1924.6108374595642,Himachal Pradesh,Ok,"locality, political",0.09,0.16,99.75,"{""type"":""Point"",""coordinates"":[76.5213092,31.6861745]}"
000000000000000000fa,"Una, Himachal Pradesh",India,"Wheat, Maize, Sugarcane, Pulses",0.3045524380451936,380.0,"Una, Himachal Pradesh 174303, India",31.4684649,APPROXIMATE,76.2708152,0.0757521465420723,-0.13919414579868317,3.1,24.3,72.6,0.06,15.9,84.04,0.02,30.88,69.1,1425.9487817287445,Himachal Pradesh,Ok,"locality, political",0.12,0.0,99.88,"{""type"":""Point"",""coordinates"":[76.2708152,31.468464900000004]}"
000000000000000000fb,"Bokaro, Jharkhand",India,"Rice, Wheat, Maize, Pulses",0.9932040209542687,215.0,"Bokaro Steel City, Jharkhand, India",23.6692956,APPROXIMATE,86.151112,0.3043723702430725,-0.3480963408946991,1.31,64.45,34.23,48.84,0.57,50.59,6.42,1.27,92.31,1155.11398935318,Jharkhand,Ok,"locality, political",74.05,0.04,25.91,"{""type"":""Point"",""coordinates"":[86.15111200000001,23.669295600000005]}"
000000000000000000fe,"Dhanbad, Jharkhand",India,"Rice, Maize, Pulses, Oilseeds",0.9865591397849462,246.0,"Dhanbad, Jharkhand, India",23.7956531,APPROXIMATE,86.4303859,0.26650163531303406,-0.28202423453330994,0.77,39.85,59.38,23.72,2.68,73.59,10.9,2.49,86.61,1127.853627562523,Jharkhand,Ok,"locality, political",42.96,0.0,57.04,"{""type"":""Point"",""coordinates"":[86.4303859,23.7956531]}"
00000000000000000104,"Gumla, Jharkhand",India,"Rice, Maize, Pulses, Oilseeds",0.6572296034523321,646.0,"Gumla, Jharkhand 835207, India",23.0441295,APPROXIMATE,84.5379455,0.2900379002094269,-0.40286293625831604,0.2,34.02,65.78,10.47,13.54,75.99,6.06,6.64,87.3,1081.829553246498,Jharkhand,Ok,"locality, political",46.55,0.12,53.33,"{""type"":""Point"",""coordinates"":[84.5379455,23.0441295]}"
00000000000000000108,"Koderma, Jharkhand",India,"Rice, Maize, Pulses, Oilseeds",0.3388311466246138,390.0,"Koderma, Jharkhand 825410, India",24.4676805,APPROXIMATE,85.5933645,0.1257457286119461,-0.21552079916000366,0.82,14.55,84.63,11.91,18.86,69.23,3.11,7.57,89.31,1053.5517103672028,Jharkhand,Ok,"locality, political",5.88,0.19,93.93,"{""type"":""Point"",""coordinates"":[85.5933645,24.4676805]}"
00000000000000000109,"Latehar, Jharkhand",India,"Rice, Maize, Pulses, Oilseeds",1.2176036359628495,390.0,"Latehar, Jharkhand, India",23.7463215,APPROXIMATE,84.5091102,0.43495362997055054,-0.4631829559803009,1.88,13.93,84.2,11.07,25.55,63.38,12.28,8.48,79.23,939.6981365680695,Jharkhand,Ok,"locality, political",35.93,0.02,64.06,"{""type"":""Point"",""coordinates"":[84.5091102,23.7463215]}"
0000000000000000010c,"Palamu, Jharkhand",India,"Rice, Maize, Pulses, Oilseeds​",-0.1851075020489189,376.0,"Palamu, Jharkhand, India",23.8324728,APPROXIMATE,85.9585544,-0.10404310375452042,0.20481474697589874,5.42,49.04,45.54,35.9,3.73,60.37,14.63,5.76,79.61,1120.605397939682,Jharkhand,"2 found, use single geocode.","locality, political",2.86,2.52,94.62,"{""type"":""Point"",""coordinates"":[85.9585544,23.8324728]}"
0000000000000000010f,"Sahebganj, Jharkhand",India,"Rice, Maize, Pulses, Oilseeds",0.6990494444554892,41.0,"Sahibganj, Jharkhand 816109, India",25.2381216,APPROXIMATE,87.6453592,0.15725290775299072,-0.22425831854343414,1.93,3.96,94.11,63.1,2.8,34.1,6.48,2.65,90.88,1606.8736159801483,Jharkhand,"2 found, use single geocode.","locality, political",2.85,1.13,96.01,"{""type"":""Point"",""coordinates"":[87.64535920000002,25.2381216]}"
0000000000000000011b,"Malappuram, Kerala",India,"Coconut, arecanut, banana",0.5204835460040296,19.0,"Malappuram, Kerala, India",11.0509762,APPROXIMATE,76.0710967,0.1600688397884369,-0.20349815487861633,1.67,54.17,44.17,61.98,16.0,22.02,29.82,21.97,48.22,2397.897727251053,Kerala,Ok,"locality, political",26.5,0.02,73.48,"{""type"":""Point"",""coordinates"":[76.0710967,11.050976199999997]}"
0000000000000000012c,"Chhindwara, Madhya Pradesh",India,"Soybean, wheat, maize",0.4831567377296742,686.0,"Chhindwara, Madhya Pradesh 480001, India",22.057437,APPROXIMATE,78.9381729,0.16081495583057404,-0.2343997061252594,2.04,62.25,35.72,19.44,6.82,73.75,17.24,5.6,77.16,1048.4476809501648,Madhya Pradesh,Ok,"locality, political",0.33,0.42,99.25,"{""type"":""Point"",""coordinates"":[78.9381729,22.057437000000004]}"
0000000000000000012d,"Damoh, Madhya Pradesh",India,"Wheat, gram, and oilseeds",0.36240837684933885,372.0,"Damoh, Madhya Pradesh 470661, India",23.8323022,APPROXIMATE,79.4386591,0.11601654440164566,-0.19247746467590332,0.76,32.09,67.16,0.22,13.28,86.49,28.77,0.7,70.53,1007.3074671030045,Madhya Pradesh,Ok,"locality, political",0.63,0.04,99.33,"{""type"":""Point"",""coordinates"":[79.4386591,23.8323022]}"
0000000000000000012f,"Dewas, Madhya Pradesh",India,"Soybean, wheat, and pulses",0.5401489810428061,542.0,"Dewas, Madhya Pradesh, India",22.9675929,APPROXIMATE,76.0534454,0.12834060192108154,-0.17841623723506927,0.39,66.53,33.08,6.94,6.76,86.3,10.06,9.57,80.36,1153.6648041009903,Madhya Pradesh,Ok,"locality, political",1.64,1.44,96.92,"{""type"":""Point"",""coordinates"":[76.0534454,22.9675929]}"
00000000000000000131,"Dindori, Madhya Pradesh",India,"Rice, maize, and pulses",0.7702904299981821,678.0,"Dindori, Madhya Pradesh 481880, India",22.9417931,APPROXIMATE,81.0768455,0.2941014766693115,-0.3421262800693512,2.07,26.51,71.42,13.75,12.26,73.98,56.73,3.94,39.33,1210.1585323810577,Madhya Pradesh,Ok,"locality, political",1.3,0.07,98.63,"{""type"":""Point"",""coordinates"":[81.0768455,22.941793100000005]}"
00000000000000000143,"Rajgarh, Madhya Pradesh",India,"Wheat, Soybean, Mustard",1.4323817762399078,376.0,"Rajgarh, Madhya Pradesh 465661, India",24.0078819,APPROXIMATE,76.7278803,0.5659424066543579,-0.5583482980728149,0.91,87.14,11.94,75.45,1.68,22.87,60.48,4.1,35.42,840.7606698721647,Madhya Pradesh,"3 found, use single geocode.","locality, political",0.18,11.62,88.2,"{""type"":""Point"",""coordinates"":[76.7278803,24.0078819]}"
00000000000000000146,"Sagar, Madhya Pradesh",India,"Wheat, Gram, Soybean",0.30636681222952183,521.0,"Sagar, Madhya Pradesh, India",23.838805,APPROXIMATE,78.7378068,0.13060882687568665,-0.24261364340782166,12.13,28.55,59.32,0.16,47.68,52.16,6.19,21.31,72.5,942.6021458804607,Madhya Pradesh,Ok,"locality, political",0.01,0.01,99.98,"{""type"":""Point"",""coordinates"":[78.7378068,23.838805]}"
00000000000000000152,"Umaria, Madhya Pradesh",India,"Paddy, Wheat, Kodo-kutki",0.8757412024363284,463.0,"Umaria, Madhya Pradesh 484661, India",23.5309797,APPROXIMATE,80.8294747,0.288653165102005,-0.3370690643787384,5.41,52.4,42.19,26.73,16.83,56.44,24.14,26.65,49.21,1017.9151139259338,Madhya Pradesh,Ok,"locality, political",0.64,0.05,99.31,"{""type"":""Point"",""coordinates"":[80.8294747,23.5309797]}"
00000000000000000154,"Bagalkot, Karnataka",India,"Sugarcane, Groundnut, Maize",0.1566560785446145,538.0,"Bagalkote, Karnataka, India",16.1691096,APPROXIMATE,75.6615029,0.07121758908033371,-0.18959107995033264,0.72,54.12,45.16,38.85,6.0,55.16,38.45,9.87,51.67,363.6799805164337,Karnataka,Ok,"locality, political",0.16,6.5,93.34,"{""type"":""Point"",""coordinates"":[75.6615029,16.1691096]}"
00000000000000000155,"Ballari, Karnataka",India,"Paddy, Groundnut, Cotton",0.30501309243189956,459.0,"Ballari, Karnataka, India",15.1393932,APPROXIMATE,76.9214428,0.12063915282487869,-0.23923777043819427,10.05,31.68,58.27,35.55,19.88,44.58,17.96,23.82,58.23,378.57794070243835,Karnataka,Ok,"locality, political",3.2,17.17,79.62,"{""type"":""Point"",""coordinates"":[76.9214428,15.139393200000002]}"
0000000000000000015a,"Chamarajanagar, Karnataka",India,"Ragi, Turmeric, Cotton",0.6874853659107671,710.0,"Chamarajanagar, Karnataka 571313, India",11.9261471,APPROXIMATE,76.9437312,0.296199232339859,-0.38040560483932495,28.8,20.32,50.89,62.25,2.53,35.23,18.14,26.16,55.69,868.9991648197174,Karnataka,Ok,"locality, political",0.23,0.57,99.21,"{""type"":""Point"",""coordinates"":[76.9437312,11.9261471]}"
0000000000000000015f,"Davanagere, Karnataka",India,"Paddy, Maize, Cotton",0.373879380603097,602.0,"Davanagere, Karnataka, India",14.4644085,APPROXIMATE,75.921758,0.1143864169716835,-0.16930489242076874,5.5,8.57,85.92,83.73,0.3,15.97,70.62,0.87,28.51,313.6202513575554,Karnataka,Ok,"locality, political",0.24,0.03,99.73,"{""type"":""Point"",""coordinates"":[75.921758,14.4644085]}"
00000000000000000160,"Dharwad, Karnataka",India,"Cotton, Soybean, Groundnut",0.1927560138082836,729.0,"Dharwad, Karnataka, India",15.4589236,APPROXIMATE,75.007808,0.06150402873754501,-0.13567505776882172,3.05,5.21,91.74,5.63,1.75,92.63,46.97,1.67,51.36,554.8314874172211,Karnataka,Ok,"locality, political",0.01,15.39,84.6,"{""type"":""Point"",""coordinates"":[75.007808,15.458923599999995]}"
00000000000000000162,"Hassan, Karnataka",India,"Paddy, Coffee, Potato",0.1916316116668182,949.0,"Hassan, Karnataka, India",13.0033234,APPROXIMATE,76.1003894,0.06531636416912079,-0.15546146035194397,15.91,1.98,82.12,91.94,0.04,8.02,27.6,1.44,70.96,669.214760184288,Karnataka,Ok,"locality, political",1.78,0.03,98.19,"{""type"":""Point"",""coordinates"":[76.1003894,13.003323400000001]}"
00000000000000000163,"Haveri, Karnataka",India,"Cotton, Maize, Jowar",0.6557579809411063,584.0,"Haveri, Karnataka 581110, India",14.7950698,APPROXIMATE,75.3990674,0.2552124857902527,-0.3164314925670624,3.86,32.81,63.33,8.09,5.43,86.48,13.26,4.11,82.62,542.0826334953308,Karnataka,Ok,"locality, political",4.79,2.76,92.44,"{""type"":""Point"",""coordinates"":[75.3990674,14.7950698]}"
00000000000000000167,"Koppal, Karnataka",India,"Paddy, Groundnut, Sunflower",0.20416397675919948,541.0,"Koppal, Karnataka, India",15.3504652,APPROXIMATE,76.1567298,0.07394365966320038,-0.15989775955677032,44.26,27.66,28.08,92.22,1.25,6.53,62.32,8.5,29.18,351.77465284615755,Karnataka,Ok,"locality, political",0.45,1.97,97.58,"{""type"":""Point"",""coordinates"":[76.1567298,15.350465200000002]}"
0000000000000000016c,"Shivamogga, Karnataka",India,"Arecanut, Paddy, Pepper",0.3881645126627826,586.0,"Shivamogga, Karnataka, India",13.9299299,APPROXIMATE,75.568101,0.10272517800331116,-0.16497324407100677,2.73,77.21,20.06,48.3,24.47,27.22,49.73,8.48,41.79,693.9220879077911,Karnataka,Ok,"locality, political",16.21,0.07,83.71,"{""type"":""Point"",""coordinates"":[75.568101,13.9299299]}"
0000000000000000016e,"Udupi, Karnataka",India,"Paddy, Coconut, Arecanut",1.798008041607287,21.0,"Udupi, Karnataka, India",13.3408807,APPROXIMATE,74.7421427,0.532278299331665,-0.5499805212020874,1.85,55.33,42.81,60.75,20.5,18.75,22.13,32.7,45.17,3021.58957195282,Karnataka,Ok,"locality, political",84.85,0.02,15.14,"{""type"":""Point"",""coordinates"":[74.7421427,13.3408807]}"
00000000000000000170,"Vijayapura, Karnataka",India,"Sugarcane, Grape, Jowar",0.5435897523827389,612.0,"Vijayapura, Karnataka, India",16.8301708,APPROXIMATE,75.710031,0.1414460837841034,-0.2005729228258133,0.72,98.54,0.74,86.03,0.08,13.88,42.98,4.24,52.78,561.708432495594,Karnataka,Ok,"locality, political",0.29,8.59,91.13,"{""type"":""Point"",""coordinates"":[75.710031,16.830170799999998]}"
00000000000000000191,"Kolasib, Mizoram",India,"Banana, Pineapple, Maize, Ginger",0.626890756302521,666.0,"Kolasib, Mizoram, India",24.2252057,APPROXIMATE,92.6777587,0.13932135701179504,-0.17971014976501465,2.26,51.37,46.36,61.0,1.19,37.81,63.97,4.64,31.39,2514.229361653328,Mizoram,Ok,"locality, political",33.81,0.0,66.19,"{""type"":""Point"",""coordinates"":[92.6777587,24.2252057]}"
00000000000000000194,"Mamit, Mizoram",India,"Turmeric, Banana, Maize, Ginger",0.4600484261501211,884.0,"Mamit, Mizoram 796441, India",23.9283961,APPROXIMATE,92.490728,0.08742330968379974,-0.12552301585674286,0.44,48.8,50.76,0.54,4.35,95.11,51.14,7.1,41.75,2787.470281600952,Mizoram,Ok,"locality, political",41.61,0.1,58.29,"{""type"":""Point"",""coordinates"":[92.490728,23.928396100000004]}"
00000000000000000198,"Dimapur, Nagaland",India,"Paddy, Maize, Mustard, Banana",0.497938610904036,153.0,"Dimapur, Nagaland, India",25.9091406,APPROXIMATE,93.7265605,0.08842698484659195,-0.15511731803417206,1.44,51.58,46.98,3.55,16.97,79.48,21.73,19.65,58.61,2074.120087623596,Nagaland,Ok,"locality, political",70.5,0.26,29.24,"{""type"":""Point"",""coordinates"":[93.7265605,25.9091406]}"
00000000000000000199,"Kiphire, Nagaland",India,"Maize, Millet, Ginger, Orange",0.7237393198190651,1127.0,"Kiphire, Nagaland 798611, India",25.8683014,APPROXIMATE,94.7857071,0.2474338263273239,-0.3216845989227295,1.89,29.75,68.35,67.07,0.35,32.58,19.47,14.51,66.02,1660.4367485046387,Nagaland,Ok,"locality, political",66.88,0.03,33.09,"{""type"":""Point"",""coordinates"":[94.78570710000001,25.8683014]}"
0000000000000000019b,"Longleng, Nagaland",India,"Rice, Maize, Yam, Chilli",0.8782991202346041,1275.0,"Longleng, Nagaland 798625, India",26.4876945,APPROXIMATE,94.8165389,0.2836386561393738,-0.3455464243888855,24.89,12.49,62.62,43.43,14.45,42.12,30.18,2.57,67.26,2228.273328781128,Nagaland,Ok,"locality, political",91.94,0.0,8.06,"{""type"":""Point"",""coordinates"":[94.8165389,26.487694500000003]}"
0000000000000000019d,"Mon, Nagaland",India,"Maize, Millet, Ginger, Orange",1.4097070152326778,1074.0,"Mon Village, Nagaland 798621, India",26.733096,APPROXIMATE,95.0615119,0.4138253927230835,-0.4642948806285858,5.16,13.78,81.07,42.48,0.94,56.58,5.23,9.86,84.91,2500.1931533813477,Nagaland,Ok,"locality, political",82.38,0.0,17.62,"{""type"":""Point"",""coordinates"":[95.0615119,26.733095999999996]}"
0000000000000000019e,"Niuland, Nagaland",India,"Paddy, Maize, Mustard, Banana",2.496358869793184,382.0,"Niuland, Nagaland 797109, India",25.908945083618164,APPROXIMATE,93.989929,0.684741735458374,-0.5938478112220764,0.89,49.23,49.88,4.11,39.0,56.89,45.37,3.87,50.77,2068.2116708755493,Nagaland,Ok,"locality, political",69.78,0.0,30.22,"{""type"":""Point"",""coordinates"":[93.989929,25.908945083618164]}"
000000000000000001a0,"Peren, Nagaland",India,"Paddy, Maize, Ginger, Banana",0.18695535692794285,1360.0,"Peren, Nagaland 797101, India",25.5379976,APPROXIMATE,93.7329664,0.08698014169931412,-0.17650939524173737,70.97,0.23,28.8,0.07,99.85,0.08,0.05,61.0,38.95,1479.722009897232,Nagaland,Ok,"locality, political",50.57,0.28,49.15,"{""type"":""Point"",""coordinates"":[93.7329664,25.5379976]}"
000000000000000001a1,"Phek, Nagaland",India,"Paddy, Ginger, Maize, Soybean",0.29608548032754145,1439.0,"Phek, Nagaland 797108, India",25.6645749,APPROXIMATE,94.4695358,0.13878369331359863,-0.2225162386894226,2.66,43.36,53.98,10.43,38.15,51.43,26.43,12.16,61.41,1517.4836206436157,Nagaland,Ok,"locality, political",77.11,0.14,22.75,"{""type"":""Point"",""coordinates"":[94.46953580000002,25.6645749]}"
000000000000000001a3,"Tseminyü, Nagaland",India,"Rice, Maize, Ginger, Tomato",2.0767036925848092,1380.0,"Tseminyu, Nagaland 797109, India",25.924691,APPROXIMATE,94.214881,0.6701821684837341,-0.6381500363349915,3.9,78.27,17.83,97.7,0.0,2.3,5.37,71.67,22.97,1948.8491430282593,Nagaland,Ok,"locality, political",74.67,0.0,25.33,"{""type"":""Point"",""coordinates"":[94.214881,25.924691]}"
000000000000000001a4,"Tuensang, Nagaland",India,"Paddy, Maize, Yam, Orange",0.28005464480874315,1576.0,"Tuensang, Nagaland, India",26.234792709350586,APPROXIMATE,94.811956,0.09474292397499084,-0.16642650961875916,0.57,60.29,39.14,25.8,24.72,49.49,24.28,3.83,71.89,1857.458354473114,Nagaland,Ok,"locality, political",50.74,0.0,49.26,"{""type"":""Point"",""coordinates"":[94.811956,26.234792709350586]}"
000000000000000001a5,"Wokha, Nagaland",India,"Paddy, Mustard, Chilli, Ginger",1.200773558368495,1313.0,"Wokha, Nagaland 797111, India",26.1023895,APPROXIMATE,94.2522438,0.39921513199806213,-0.4184914827346802,72.58,0.0,27.42,0.0,100.0,0.0,17.45,73.88,8.68,1899.8013944625854,Nagaland,Ok,"locality, political",71.24,0.0,28.76,"{""type"":""Point"",""coordinates"":[94.2522438,26.1023895]}"
000000000000000001a6,"Zünheboto, Nagaland",India,"Rice, Maize, Ginger, Turmeric",0.4349373576309795,1807.0,"Zunheboto, Nagaland 798620, India",26.0128579,APPROXIMATE,94.5241504,0.13089005649089813,-0.19050757586956024,6.2,14.22,79.58,56.14,9.0,34.86,49.55,1.58,48.87,1731.6182413101196,Nagaland,Ok,"locality, political",91.22,0.0,8.78,"{""type"":""Point"",""coordinates"":[94.5241504,26.012857899999997]}"
000000000000000001a8,"Balangir, Odisha",India,"Paddy, Cotton, Pulses, Groundnut",0.29827605707639,190.0,"Balangir, Odisha, India",20.7011108,APPROXIMATE,83.4846069,0.10738268494606018,-0.18484064936637878,0.56,85.95,13.5,9.32,13.58,77.11,13.58,14.55,71.88,1416.294289469719,Odisha,Ok,"locality, political",5.07,0.02,94.91,"{""type"":""Point"",""coordinates"":[83.4846069,20.7011108]}"
000000000000000001ab,"Bhadrak, Odisha",India,"Paddy, Groundnut, Vegetables, Mustard",0.42281190677310365,19.0,"Bhadrak, Odisha, India",21.0573616,APPROXIMATE,86.4962996,0.1338815540075302,-0.21765781939029694,0.35,61.93,37.71,41.8,3.07,55.13,15.29,6.42,78.29,1472.4158251285553,Odisha,Ok,"locality, political",19.47,0.45,80.08,"{""type"":""Point"",""coordinates"":[86.4962996,21.057361600000004]}"
000000000000000001ae,"Deogarh, Odisha",India,"Paddy, Maize, Mustard, Pulses",0.540082614460601,211.0,"Deogarh, Odisha 768108, India",21.5383136,APPROXIMATE,84.7289442,0.1907966583967209,-0.25922125577926636,0.5,96.83,2.67,1.53,95.73,2.74,34.22,7.49,58.29,1266.3889628574252,Odisha,Ok,"locality, political",22.97,0.3,76.74,"{""type"":""Point"",""coordinates"":[84.7289442,21.5383136]}"
000000000000000001b1,"Ganjam, Odisha",India,"Paddy, Groundnut, Cotton, Vegetables",0.3724211869184374,8.0,"Ganjam, Odisha 761026, India",19.3871214,APPROXIMATE,85.0523356,0.1514185070991516,-0.247671976685524,9.4,36.62,53.99,21.18,22.13,56.68,22.7,16.49,60.81,957.8670967817307,Odisha,"2 found, use single geocode.","locality, political",14.29,0.38,85.33,"{""type"":""Point"",""coordinates"":[85.0523356,19.3871214]}"
000000000000000001b9,"Khordha, Odisha",India,"Paddy, Groundnut, Vegetables, Pulses",0.38831064878630084,44.0,"Khordha, Odisha, India",20.1862584,APPROXIMATE,85.6222742,0.12009872496128082,-0.20957402884960175,1.2,61.19,37.61,3.14,77.77,19.09,23.23,38.52,38.25,1363.053521156311,Odisha,Ok,"locality, political",58.52,0.31,41.17,"{""type"":""Point"",""coordinates"":[85.6222742,20.1862584]}"
000000000000000001ba,"Koraput, Odisha",India,"Paddy, Finger millet (Ragi), Turmeric, Maize",0.72349942867975,885.0,"Koraput, Odisha, India",18.813487,APPROXIMATE,82.7123327,0.2323511242866516,-0.29635441303253174,4.25,50.96,44.79,7.6,60.08,32.32,31.95,8.96,59.09,1552.6372349262238,Odisha,Ok,"locality, political",51.78,0.02,48.2,"{""type"":""Point"",""coordinates"":[82.7123327,18.813487000000002]}"
000000000000000001c0,"Puri, Odisha",India,"Paddy, Groundnut, Mustard, Vegetables",0.18233618233618232,11.0,"Puri, Odisha, India",19.8134554,APPROXIMATE,85.8312359,0.05057675391435623,-0.10575635731220245,0.29,84.6,15.11,30.91,30.43,38.66,7.56,31.9,60.54,1118.005297422409,Odisha,Ok,"locality, political",31.83,0.04,68.13,"{""type"":""Point"",""coordinates"":[85.8312359,19.813455400000002]}"
000000000000000001c2,"Sambalpur, Odisha",India,"Paddy, Groundnut, Vegetables, Pulses",1.129671254420924,158.0,"Sambalpur, Odisha, India",21.4668716,APPROXIMATE,83.9811665,0.26334139704704285,-0.2798454463481903,2.12,47.3,50.58,42.6,34.46,22.94,43.75,14.94,41.31,1771.3602139949799,Odisha,Ok,"locality, political",41.5,0.05,58.45,"{""type"":""Point"",""coordinates"":[83.9811665,21.4668716]}"
000000000000000001c3,"Subarnapur, Odisha",India,"Paddy, Pulses, Groundnut, Vegetables",0.21047213977721135,125.0,"Sonepur, Odisha 767017, India",20.8410126,APPROXIMATE,83.8973977,0.07951479405164719,-0.1670774668455124,4.27,68.55,27.18,69.22,4.89,25.89,37.94,10.59,51.46,1494.5404994487762,Odisha,Ok,"locality, political",13.66,0.31,86.03,"{""type"":""Point"",""coordinates"":[83.8973977,20.8410126]}"
000000000000000001c4,"Sundargarh, Odisha",India,"Paddy, Maize, Mustard, Pulses",0.2872974799238753,243.0,"Sundargarh, Odisha, India",22.120021,APPROXIMATE,84.03722381591797,0.08500891178846359,-0.1518358588218689,4.95,53.12,41.93,23.46,9.02,67.51,28.65,26.85,44.5,1399.598126411438,Odisha,Ok,"locality, political",0.81,0.01,99.18,"{""type"":""Point"",""coordinates"":[84.03722381591797,22.120021]}"
000000000000000001f2,"Gangtok, Sikkim",India,"Large Cardamom, Ginger, Orange, Buckwheat",0.6413349416968235,1645.0,"Gangtok, Sikkim, India",27.3313512,APPROXIMATE,88.6138113,0.11217711865901947,-0.1565789431333542,9.3,17.9,72.8,75.49,0.15,24.35,18.52,0.78,80.7,1130.1501116752625,Sikkim,Ok,"locality, political",52.29,0.08,47.63,"{""type"":""Point"",""coordinates"":[88.6138113,27.331351200000004]}"
000000000000000001f3,"Gyalshing, Sikkim",India,"Large Cardamom, Ginger, Maize, Millets",2.0861164122137406,1490.0,"Geyzing, Sikkim 737111, India",27.2925414,APPROXIMATE,88.2537454,0.6623785495758057,-0.648764431476593,1.39,22.11,76.5,49.53,0.29,50.18,3.35,17.75,78.9,1377.9285855293274,Sikkim,"2 found, use single geocode.","locality, political",29.91,0.04,70.06,"{""type"":""Point"",""coordinates"":[88.2537454,27.292541400000005]}"
000000000000000001f6,"Pakyong, Sikkim",India,"Large Cardamom, Ginger, Buckwheat, Vegetables",1.531595858621921,1360.0,"Pakyong, Sikkim 737106, India",27.2429408,APPROXIMATE,88.5968902,0.434871107339859,-0.4391382336616516,11.88,13.04,75.08,72.89,0.2,26.91,17.91,2.68,79.41,1377.8651685714722,Sikkim,Ok,"locality, political",38.02,0.05,61.94,"{""type"":""Point"",""coordinates"":[88.59689020000002,27.242940800000007]}"
